HCPCS_Cd,HCPCS_Desc,Provider_Count,Service_Records,Total_Beneficiaries,Total_Services,Avg_Medicare_Payment,Avg_Submitted_Charge,Avg_Allowed_Amount
81226,"Gene analysis (cytochrome p450, family 2, subfamily d, polypeptide 6) common variants",3,3,76,76,443.61883333333327,605.6066666666667,443.61883333333327
22830,Exploration of spine fusion,5,5,75,76,173.8521661974,1757.65318394,217.70567919579997
90869,"Treatment using magnetic field to stimulate nerve cells in brain, subsequent motor threshold redetermination with delivery and management",3,3,58,76,251.91315826333334,946.6227451,315.7731582633333
11107,"Incision biopsy, each additional skin growth",2,2,48,76,39.4920784315,153.5,49.6603058825
23405,Incision of shoulder tendon,2,2,74,75,35.8665308745,586.626552315,44.905621784000004
62367,Electronic analysis of spinal canal drug infusion pump,2,2,36,75,21.0287896825,89.0,26.6018055555
0699T,Injection of medication into posterior chamber of eye,1,1,60,74,499.58878378,1500.0,625.5077027
J0780,"Injection, prochlorperazine, up to 10 mg",1,1,11,74,3.2308108108,8.2432432432,4.0343243243
50715,Release of scar tissue at ureter,2,2,74,74,996.8115178549999,3930.825,1244.8844940499998
61867,"Removal of skull bone with computer-assisted insertion of neurostimulator electrodes in brain with recording, first array",4,4,72,74,2148.126364575,10421.836666750001,2692.9121145999998
57240,Repair of bladder hernia into vaginal wall,5,5,72,74,282.087121514,1548.1799999999998,354.97163433599997
66820,Removal of recurring cataract in lens capsule by stab incision,2,2,73,74,304.33623252,1920.5,381.48123252000005
75822,Review by radiologist of both arms and legs veins of both arms or legs image,2,2,71,74,107.201474505,387.833333335,134.102383595
81263,"Gene rearrangement analysis (immunoglobulin heavy chain locus), variable region somatic mutation analysis",2,2,70,73,290.854609195,1155.8275862,290.854609195
G9488,"Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved cms innovation center demonstration project, which requires at least 2 of the following 3 key components: a detailed history; a detailed ex",2,2,34,73,44.0194310345,145.0,57.0434310345
86612,Analysis for antibody to blastomyces (fungus),2,2,53,73,11.5216812865,63.356442496,11.5216812865
80505,"Pathology clinical consultation for complex clinical problem, 41-60 minutes",3,3,68,73,65.02449172600001,339.87666666666667,84.65752955066667
53854,Destruction of prostate tissue using radiofrequency induced heated water vapor,5,5,73,73,1173.885997426,4750.48307692,1485.03559422
97755,"Evaluation for assistive technology, each 15 minutes",1,1,12,73,19.852876712,126.0,30.287808219
25000,Incision or the tendon covering on the top side of the wrist,5,5,73,73,257.225222594,2835.489171122,322.423960042
92512,Study of nasal function,1,1,26,73,58.150273973,158.07876712,73.908493151
15733,Creation of flap graft to head and/or neck,5,5,70,73,902.45356856,4651.8916923,1136.535924612
36225,Insertion of tube into chest artery for diagnosis or treatment with review by radiologist,3,3,71,73,140.58278613333331,2924.674394316667,176.12604427666668
93303,Ultrasound of heart for congenital defect,5,5,70,73,43.5401517092,285.042857142,60.8781239316
11421,"Removal of noncancer skin growth of scalp, neck, hands, feet, or genitals, 0.6-1.0 cm",3,3,70,73,115.68178070333333,335.05,153.38247952999998
27394,Lengthening of multiple hamstring tendons in leg,2,2,72,72,574.2237500165,5779.160000165,718.6187500165
81007,Urinalysis for bacteria,4,4,56,72,29.667997003,38.5595454545,29.667997003
11443,"Removal of noncancer skin growth of face, ears, eyelids, nose, lips, or mouth, 2.1-3.0 cm",3,3,62,72,134.13898065566667,288.65500000000003,171.7562795066667
78813,Nuclear medicine study whole body,1,1,66,72,68.853888889,525.0,88.81
86762,Analysis for antibody to rubella (german measles virus),3,3,71,72,14.221365643333334,30.001827957,14.221365643333334
63045,"Partial removal of spine bone with release of upper spinal cord and/or nerves, 1 segment",5,5,72,72,766.197597978,7524.29931818,954.71195556
37799,Other procedure on blood vessel,3,3,57,72,182.00773199666665,1266.6666666666667,228.10999181
32551,Removal of fluid from between lung and chest cavity,3,3,69,72,101.47352777766666,720.3666666666667,127.07494444333334
93462,Insertion of tube in left heart chamber through heart septum,4,4,71,71,181.14270941,1168.2290209875,226.41316395500002
93609,Insertion of tube in upper and/or lower heart chambers to record and identify origin of abnormal heart rhythm,3,3,70,71,240.20609768,1867.4068627333334,300.74061381
95716,"Measurement of brain wave activity with video (veeg), 12-26 hours with continuous monitoring",1,1,13,71,1016.168169,2925.0797183,1275.288169
30802,Destruction of surface soft tissue of nasal passages,2,2,71,71,149.0317346,731.0,190.08303895
93888,Ultrasound of within the brain blood flow,2,2,71,71,90.146764706,185.0,115.188235295
61510,Removal of skull bone for removal of growth of upper brain,4,4,68,71,2055.110241025,10988.07899905,2569.84337315
55875,Insertion of needle or tube into prostate for radiation therapy,4,4,58,71,809.047533445,2327.5,1013.59360487
81332,"Gene analysis (serpin peptidase inhibitor, clade a, alpha-1 antiproteinase, antitrypsin, member 1) common variants",1,1,70,70,43.151142857,273.88,43.151142857
93790,"Ambulatory blood pressure monitoring, 1 day or longer, with review, interpretation and report",3,3,70,70,14.688577586333333,98.33333333333333,18.355244253
82800,Blood ph level,1,1,70,70,10.871142857,15.0,10.871142857
15005,"Preparation of skin graft site of face, scalp, eyelids, mouth, neck, ears, around eyes, genitals, hands, feet, fingers, or toes, each additional 100.0 sq cm or 1% body area for infants and children, or less",1,1,20,70,70.812142857,812.0,88.509142857
51710,Complicated change of bladder tube,2,2,29,70,105.575208335,395.0,139.325671295
31625,Biopsy of lung airway using an endoscope,5,5,70,70,69.86888294719999,738.4941176479999,88.9718469986
64510,Injection of anesthetic agent into sympathetic nerve bundle,1,1,26,69,53.256086957,350.0,67.446231884
L9900,"Orthotic and prosthetic supply, accessory, and/or service component of another hcpcs ""l"" code",1,1,69,69,2022.3705797,2562.115942,2535.4715942
29876,Removal of joint lining from multiple knee joint compartments using an endoscope,3,3,67,69,568.61574474,6867.6559689999995,712.0486609433333
00770,Anesthesia for procedure on large blood vessels in abdomen,1,1,54,69,514.47521739,26111.156957,644.75478261
49568,Placement of mesh to repair incisional or abdominal hernia,5,5,66,69,227.584637552,832.0,284.37063755199995
93226,Electrocardiogram (ecg) 2-day continuous with report,2,2,65,69,27.263025641,144.0,35.976871795
G0508,"Telehealth consultation, critical care, initial , physicians typically spend 60 minutes communicating with the patient and providers via telehealth",4,4,69,69,171.35778262,490.9686363625,220.882597435
01160,Anesthesia for closed procedure on pubic bone or pelvic joint,3,3,60,68,86.46246825433333,1912.8349206433334,108.15413889
84560,Uric acid level,1,1,63,68,4.9913235294,30.0,4.9913235294
73220,Mri scan of arm before and after contrast,3,3,57,68,168.032566618,628.3333333333334,212.97091754666667
74182,Mri scan of abdomen with contrast,4,4,67,68,190.73301136375,920.9200000000001,239.552556818
88162,"Screening examination of specimen cells, extended study",2,2,60,68,30.4986742425,235.33333333500002,39.7159848485
25020,"Incision of tissue of forearm and/or wrist muscle compartment on one side of the forearm to relieve pressure, without removal of tissue",2,2,57,68,490.42490196,4640.1176470499995,614.575
87350,Detection test by immunoassay technique for hepatitis be surface antigen,2,2,65,68,11.404695767,63.6441666665,11.404695767
85210,"Clotting factor ii prothrombin, measurement",1,1,64,68,12.796470588,256.06617647,12.796470588
80157,"Carbamazepine level, free",2,2,57,68,13.0923674245,110.252083335,13.0923674245
26341,Manipulation of finger for connective tissue release following enzyme injection,3,3,60,68,83.09840406866667,297.14942528666666,108.49499115733333
93025,Electrocardiogram (ecg) assessment of irregular heart beats,1,1,67,67,116.24507463,300.0,154.52477612
96113,"Administration of developmental test, each additional 30 minutes",1,1,25,67,44.792985075,184.97014925,60.215074627
82157,Androstenedione (hormone) level,2,2,62,67,28.848190476,235.51190476,28.848190476
91037,Monitoring and recording of esophageal function through nasal tube with electrode,3,3,67,67,66.225142733,290.0,82.697290293
88280,"Chromosome analysis for genetic defects, additional karyotypes, each study",1,1,63,67,33.137313433,62.75,33.137313433
78832,"Nuclear medicine study, multiple areas with spect and concurrent ct scan",3,3,63,67,81.76053985266667,392.6666666666667,104.05152024366667
52265,Dilation of bladder using an endoscope,1,1,12,67,306.84313433,1451.2456716,385.21776119
86328,"Test for detection of severe acute respiratory syndrome coronavirus 2 (covid-19) antibody, qualitative or semiquantitative",2,2,66,67,45.244429412,125.0,45.244429412
49452,Replacement of stomach-to-small bowel tube using fluoroscopic guidance with contrast,3,3,55,67,101.96606666666666,808.68,133.24246666666667
0346U,Beta amyl a-40&a-42 lc-ms/ms,1,1,67,67,47.22,500.0,47.22
64461,"Injection of anesthetic agent into thoracic vertebra using imaging guidance, single site",4,4,66,66,59.81488150725,1453.3713286825,74.48856157750001
92943,"Removal of plaque, insertion of stent and/or balloon dilation of single coronary artery, branch or bypass graft",3,3,58,66,446.54181721000003,2065.8923077,560.3986815266667
77071,Application of stress by physician for joint imaging,3,3,63,66,41.65404454033333,171.26666666666665,53.485783045999995
G0420,"Face-to-face educational services related to the care of chronic kidney disease; individual, per session, per one hour",3,3,52,66,82.55819444433332,173.0,105.88333333333333
65600,Multiple punctures of cornea,1,1,57,66,271.75651515,1559.6666667,347.83045455
22226,"Incision or removal of spine bone segment and removal of disc, each additional segment",2,2,37,65,219.44934697999997,1071.1469444499999,274.96052144500004
84145,Procalcitonin (hormone) level,3,3,54,65,26.394813119666665,156.66666666666666,26.394813119666665
87185,"Detection of antimicrobial drug (antibiotic, antifungal, antiviral)",4,4,57,65,4.26244859305,18.0625,4.26244859305
82681,Direct measurement of free estradiol (hormone),1,1,61,65,27.591076923,76.5,27.591076923
33517,"Coronary artery bypass using vein or artery graft, 1 graft",5,5,65,65,121.9391664888,551.160545454,152.3698937608
36512,Mechanical separation of red blood cells from blood,1,1,11,65,70.990307692,698.0,102.35907692
36593,Declotting of central venous tube,3,3,40,65,27.040499999999998,97.33333333333333,33.85672222233333
36012,"Insertion of tube into vein, second order branch",3,3,52,65,619.27105808,2872.8704166666666,774.7849974733334
83527,"Insulin measurement, free",2,2,58,65,12.813627451,116.72,12.813627451
Q4244,"Procenta, per 200 mg",2,2,61,65,4717.5363475,5905.32,5905.32
A9537,"Technetium tc-99m mebrofenin, diagnostic, per study dose, up to 15 millicuries",4,4,65,65,11.336079778025,212.26999999999998,14.181079777999999
67311,Realignment of horizontal eye muscle,3,3,50,65,417.63322532666666,3892.1371445333334,526.52320979
37244,Occlusion of artery or vein bleeding with review by radiologist,5,5,63,65,539.5391608379999,9575.4,674.2631736579999
67314,Realignment of vertical eye muscle,3,3,57,64,407.3730676533333,2634.7415329666665,514.0937250633333
33534,"Coronary artery bypass using artery graft, 2 grafts",3,3,64,64,1556.5460158666665,5293.666666666667,1953.5528729999999
90611,Smallpox&monkeypox vac 0.5ml,1,1,51,64,0.00953125,0.01,0.01
56820,Exam of external female genitals using an endoscope,2,2,48,64,75.209894795,381.333333335,100.1824252495
99355,"Extended office or other outpatient service, each additional 30 minutes",2,2,41,63,61.882291666499995,100.0079166665,77.567125
86812,"Immunologic analysis for autoimmune disease, a, b, or c, single antigen",1,1,63,63,24.500952381,78.0,24.500952381
87420,Detection test by immunoassay technique for respiratory syncytial virus (rsv),3,3,59,63,13.404692780333335,71.944047619,13.404692780333335
37765,"Removal of varicose veins of arm or leg, 10-20 incisions",4,4,56,63,295.19814503249995,2477.94141295,374.0603632475
75825,Review by radiologist of major lower body vein image,4,4,59,63,60.95827381025,442.75,76.27077381025
30930,Therapeutic fracture of nasal passages,4,4,62,62,170.744217034,1170.554821425,214.00350274649998
88356,Microscopic genetic analysis of nerve tissue,2,2,31,62,143.39047009,352.0,179.76547009
73201,Ct scan of arm with contrast,4,4,60,62,108.76719924775,738.7253195375,152.86462907325
76380,Limited or follow-up ct scan,3,3,53,62,36.50761904766667,192.78888888999998,46.350793651000004
46601,Diagnostic exam of anus with magnification and chemical agent enhancement using an endoscope,1,1,55,62,138.52822581,2000.0,184.68306452
50605,Insertion of stent in ureter,2,2,62,62,379.22191576,2803.0,475.21847826000004
01470,"Anesthesia for other procedure on nerves, muscles, tendons, and tissue of lower leg, ankle, and foot",3,3,58,62,113.19154762,627.8131084666667,141.7782804233333
92538,Test to assess balance during warm or cool irrigation in both ears,2,2,62,62,14.402907608500001,193.0,19.5375951085
86340,Intrinsic factor (stomach protein) antibody measurement,3,3,61,61,14.892332887666667,25.576666666666664,14.892332887666667
28299,Correction of bunion with 2 areas of realignment,3,3,59,61,500.3697422166667,1309.9584127,680.82796574
82679,Estrone (hormone) level,1,1,40,61,24.388032787,122.69,24.388032787
74455,Review by radiologist of urinary bladder and urethra images with contrast and after passing urine,4,4,60,61,42.502094645250004,141.52980769250001,55.09805618375
Q4046,"Cast supplies, short leg splint, adult (11 years +), fiberglass",3,3,42,61,14.513732467333334,41.106060606,18.311647619
J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",2,2,48,61,85.49664487999999,333.228104575,115.97300109
80187,Measurement of posaconazole,1,1,16,61,26.75147541,295.84,26.75147541
20206,Needle biopsy of muscle,4,4,60,61,45.2193992615,545.7058823525,56.518457966
98976,"Device supply with schedule recording and transmission for remote monitoring of respiratory system, per 30 days",1,1,14,61,35.020163934,75.0,51.10704918
95962,"Measurement of brain wave activity (eeg) with electrodes on brain to provoke seizures or identify brain structures, each additional hour",2,2,38,60,136.00736842,523.204545455,169.78381579
57265,Repair of bulging of rectum and bladder into vaginal wall,2,2,60,60,458.38466667,2430.0,574.42
95708,"Measurement of brain wave activity (eeg), 12-26 hours",2,2,26,60,118.26263889,878.5,149.224305555
G0168,Wound closure utilizing tissue adhesive(s) only,2,2,59,59,11.493846154,130.76923076999998,14.762433110499998
95070,Test for allergy using drugs,2,2,59,59,28.795174825,279.0,35.95502331
30905,Initial control of nose bleed and insertion of packing,1,1,59,59,193.73101695,250.0,246.00016949
31641,Destruction of growth or narrowing of lung airway using an endoscope,4,4,49,59,205.122729055,1715.4090909000001,257.3345196075
80183,Oxcarbazepine level,2,2,43,59,13.100823096,59.61,13.100823096
61800,Computer-assisted radiosurgery application of headframe,2,2,55,59,131.85011628,855.65116279,164.655813955
37766,"Removal of varicose veins of arm or leg, more than 20 incisions",2,2,40,59,315.39180952000004,1731.5,400.51331746000005
83069,Urine hemoglobin level,1,1,44,58,3.87,4.8,3.87
86880,"Red blood cell antibody detection test, direct",2,2,55,58,5.3169761905,67.8973333335,5.3169761905
49422,Removal of abdominal cavity tube,4,4,57,58,155.4295238075,1711.0625,195.65813095250002
95709,"Measurement of brain wave activity (eeg), 12-26 hours with intermittent monitoring",1,1,22,58,681.29706897,2000.0,853.69810345
60200,Incision of cyst or growth of thyroid,1,1,57,57,169.16140351,1337.1842105,214.92526316
25115,Extensive removal of growth of soft tissue structures in palm side of wrist,3,3,52,57,650.87358476,5757.159090900001,818.8591886266667
29520,Placement of strapping to hip,1,1,27,57,17.104385965,86.842105263,21.855964912
72126,Ct scan of upper spine with contrast,4,4,57,57,56.777327381,477.6625,73.9209150435
78453,Nuclear medicine study of heart muscle at rest and with stress with single 2d image,1,1,57,57,35.859649123,135.0,46.602105263
44205,Partial removal of small and large bowel with attachment of small and large bowel using an endoscope,4,4,55,56,1055.3023626250001,3979.993214275,1327.17361265
92519,Vemp testing of upper and lower branches of inner ear nerve with interpretation and report,3,3,56,56,87.74209090900001,205.11,109.98875757666667
66170,Creation of eye fluid drainage tract for treatment of glaucoma,4,4,53,56,593.63272323,2794.5,754.7424894375
15860,Injection of agent into vein to assess blood flow of skin graft or flap,3,3,55,56,42.293075544666664,300.43333333333334,52.951050455
77013,Ct guidance for tissue removal,3,3,56,56,142.74935897333333,920.6666666666666,179.53695156333333
23395,Relocation of one muscle of shoulder or upper arm,1,1,56,56,76.641785714,13909.9,95.960535714
51715,Injection of implant material beneath lining of bladder and/or urethra using an endoscope,3,3,50,56,643.1169696966667,2549.190144933333,813.0751515166667
95865,Needle measurement of electrical activity in voice box muscles,3,3,55,56,68.332204969,1242.3333333333333,85.56887163566667
86804,Confirmation test for hepatitis c antibody,1,1,52,56,15.285892857,152.83,15.285892857
00170,Anesthesia for other procedure on mouth,4,4,56,56,95.378879513,1230.3901531775,154.322385805
62252,Reprogramming of cerebrospinal fluid shunt,1,1,46,55,29.663090909,167.4,37.772181818
57283,Repair of prolapsing vaginal vault through vagina,4,4,55,55,319.8396464675,1763.59795455,399.908684345
78800,"Nuclear medicine study, 1 area",2,2,55,55,22.577055749,121.5,30.18815331
82941,Gastrin (gi tract hormone) level,1,1,50,55,17.399636364,91.11,17.399636364
60240,Removal of thyroid,3,3,55,55,281.3172650623333,2034.3333333333333,359.6881086733333
G0239,"Therapeutic procedures to improve respiratory function or increase strength or endurance of respiratory muscles, two or more individuals (includes monitoring)",1,1,33,55,13.055090909,300.0,16.616363636
86294,"Immunologic analysis for detection of tumor antigen, qualitative or semiquantitative",1,1,33,55,25.235090909,26.92,25.235090909
86753,Analysis for antibody to protozoa (parasite),1,1,30,55,12.256545455,127.28581818,12.256545455
74330,Review by radiologist of image from tube placement into bile and pancreatic duct using an endoscope,3,3,51,54,22.348569697,124.33333333333333,27.938703030333333
15272,"Application of skin substitute graft to wound of trunk, arms, or legs, each additional 25.0 sq cm of wound 100.0 sq cm or less",1,1,22,54,13.917407407,108.0,18.085555556
86735,Analysis for antibody to mumps virus,1,1,50,54,12.871851852,40.0,12.871851852
0358T,Whole body composition tissue and fluid measurements with interpretation and report,2,2,48,54,16.67161538485,100.0,21.29148717965
38746,Removal of lymph nodes of chest cavity and breast bone,4,4,54,54,148.15074404925,1122.1473214275,185.22728422749998
74430,Review by radiologist of urinary bladder image,3,3,52,54,17.465945512666668,70.33333333333333,22.176778846
63267,Removal of growth of lower spine bone outside spine membrane,4,4,54,54,891.769848485,4291.5,1121.2774026125
93702,Measurement of lymphedema extracellular fluid,1,1,35,54,155.985,386.2037037,196.99611111
63057,"Release of middle or lower spinal cord and/or nerves, single segment",2,2,40,54,273.01751723999996,1924.5,341.69772414
36511,Mechanical separation of white blood cells from blood,1,1,51,53,79.68490566,642.0,99.807924528
J2720,"Injection, protamine sulfate, per 10 mg",1,1,11,53,1.2252830189,2.641509434,1.5350943396
84703,Gonadotropin (reproductive hormone) analysis,1,1,49,53,7.4377358491,70.87,7.4377358491
85245,Clotting factor viii (vw factor) measurement,2,2,50,53,22.6300609755,102.07719512,22.6300609755
78814,Nuclear medicine study limited area with ct scan,2,2,53,53,1307.28303175,4847.34457145,1645.00544445
31259,Removal of tissue from sphenoid sinus using an endoscope,3,3,44,52,695.24561111,5159.259,873.48438889
75827,Review by radiologist of major upper body vein image,2,2,39,52,103.1590168055,388.924882355,128.95789916
J2175,"Injection, meperidine hydrochloride, per 100 mg",2,2,37,52,4.5947826087,15.0,6.0983808096
15240,"Full thickness skin graft to forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet, 20.0 sq cm or less",3,3,51,52,675.2417815833334,2298.5733333333333,852.4366966766667
15777,Implantation of biologic implant to soft tissue,4,4,52,52,200.637040585,869.6011904825,251.31472510999998
85240,Clotting factor viii (ahg) measurement,2,2,36,52,17.661722488,69.278827751,17.661722488
83930,Blood osmolality (concentration) measurement,2,2,46,52,6.4468181818,50.451666666499996,6.4468181818
86707,Hepatitis be antibody measurement,2,2,49,52,11.425954955,100.5,11.425954955
0421T,Waterjet destruction of prostrate accessed through the urethra,1,1,52,52,653.52961538,5000.0,831.90538462
69436,Incision of eardrum with placement of eardrum tube under general anesthesia,3,3,44,52,199.52002976333333,2228.350396823333,253.78574603
11406,"Removal of noncancer skin growth of body, arms, or legs, more than 4.0 cm",3,3,47,51,144.46126154,574.0,187.98706666666666
89190,Nasal smear for eosinophils (allergy related white blood cells),2,2,46,51,5.70705882355,19.4044117645,5.70705882355
27829,Treatment of ligament tear at ankle joint,4,4,48,51,367.782053255,1960.3775,460.85285539250003
86362,Cell-based immunofluorescence (cba) detection of myelin oligodendrocyte glycoprotein (mog-igg1) antibody,2,2,51,51,11.9105882355,742.48,11.9105882355
72295,Review by radiologist of disc of lower spine image,2,2,36,51,52.614514107000005,415.863636365,65.9098589345
28005,Incision of foot bone,2,2,36,51,371.469342105,1510.5,463.871578945
87505,"Detection test by nucleic acid for digestive tract pathogen, multiple types or subtypes, 3-5 targets",1,1,51,51,125.77058824,500.0,125.77058824
78267,Nuclear medicine study to acquire exhaled breath samples,3,3,49,51,10.890769230666665,42.02,10.890769230666665
92613,"Evaluation, recording, and interpretation of swallowing using an endoscope",3,3,48,50,29.517097765666666,87.38,38.369875543333336
64629,Heat destruction of intraosseous basivertebral nerve in additional bone of spine in lower back,1,1,21,50,161.5512,2200.0,202.479
C9600,"Percutaneous transcatheter placement of drug eluting intracoronary stent(s), with coronary angioplasty when performed; single major coronary artery or branch",1,1,47,50,4581.5794,60173.3588,5756.1592
22511,Stabilization of lower spine bone,3,3,50,50,313.43806407,3947.5454545333337,392.3035307366667
95977,Electronic analysis of implanted neurostimulator generator with complex cranial nerve stimulator programming,2,2,41,50,42.860185185000006,208.5,53.640185185
67916,Repair of turning-outward eyelid defect,2,2,36,50,339.753,2237.827,425.7025
92541,Test for abnormal eye movement with recording,3,3,48,50,13.470142856999999,68.59333333333333,19.082523809666668
G0141,"Screening cytopathology smears, cervical or vaginal, performed by automated system, with manual rescreening, requiring interpretation by physician",1,1,49,50,20.515,66.0,20.515
31254,Partial removal of nasal sinus using an endoscope,3,3,50,50,251.0223088,2457.1962482,314.1044877333333
21048,Removal of growth or cyst of upper jaw bone through mouth,1,1,44,50,626.9048,1703.5,785.7806
95925,Placement of skin electrodes and measurement of stimulated sites in arms,2,2,48,50,24.1766883115,1635.24,30.721509740000002
36818,Relocation of major upper arm vein with connection to arm artery for hemodialysis,3,3,49,49,544.50493827,2335.215488233333,681.3808866433334
70545,Mri scan of blood vessels of head with contrast,2,2,49,49,43.7636486485,202.0,54.712972973
86408,Screening test for detection of severe acute respiratory syndrome coronavirus 2 (covid-19) neutralizing antibody,1,1,46,49,41.898571429,100.0,41.898571429
67039,Destruction of eye fluid (vitreous) between lens and retina using a laser,2,2,44,49,1447.66171665,3335.0,1818.0979499999999
17106,"Destruction of birthmark, less than 10.0 sq cm",2,2,36,49,215.72560931499999,632.5,293.019318995
86757,Analysis for antibody to rickettsia (bacteria),1,1,25,49,19.107755102,144.10857143,19.107755102
85305,Protein s (clotting inhibitor) level,1,1,47,49,11.463265306,180.87469388,11.463265306
85250,Clotting factor ix (ptc or christmas) measurement,2,2,47,48,18.784687499999997,142.47,18.784687499999997
65400,Removal of growth of cornea,3,3,39,48,438.80574229666666,1537.7803921666666,567.62432773
17340,Cold treatment of acne,1,1,14,48,22.8125,104.16666667,29.30625
G0289,"Arthroscopy, knee, surgical, for removal of loose body, foreign body, debridement/shaving of articular cartilage (chondroplasty) at the time of other surgical knee arthroscopy in a different compartment of the same knee",2,2,48,48,69.34227826099999,1189.0,86.769678261
22310,Closed treatment of broken spine bone with cast or brace,3,3,47,48,225.3680555566667,953.0,285.99088889
69222,Complex removal of skin debris and drainage of mastoid cavity,2,2,30,48,164.546991305,489.5,234.93782608499998
0398T,Destruction of tissue of brain using mri guidance,2,2,48,48,1857.3186111149998,5574.56944445,2332.5991666649998
21925,Deep biopsy of soft tissue of back or lower sides,1,1,40,47,153.0993617,1038.0,191.84
15738,Creation of muscle graft to leg,3,3,37,47,1031.22200658,13997.283333333333,1287.9577522
17270,"Destruction of cancer skin growth of scalp, neck, hands, feet, or genitals, 0.5 cm or less",3,3,45,47,105.70677489399999,276.65190476333333,138.87779220666667
00920,Anesthesia for other procedure on male genitals,3,3,47,47,65.68642735066668,969.9904048499999,82.27130994166667
78709,"Nuclear medicine studies of kidney, blood flow, and function",3,3,45,47,53.422063492,246.66666666666666,68.12031746033334
37607,Tying or banding of surgically created artery-vein connection,3,3,45,47,250.8541025633333,1417.3333333333333,314.12509157666665
47536,Replacement of liver duct drainage tube using imaging guidance with review by radiologist,2,2,33,47,88.296565934,1177.595238095,118.597115385
36483,Chemical destruction of subsequent incompetent veins of arm or leg using imaging guidance,1,1,28,47,98.303191489,310.0,123.24319149
43245,Dilation of stomach outlet using a flexible endoscope,3,3,46,47,309.48219394,1506.2424242333334,400.53518787999997
86611,Analysis for antibody to bartonella (bacteria),2,2,30,47,10.036413043500001,182.37978261,10.036413043500001
G0509,"Telehealth consultation, critical care, subsequent, physicians typically spend 50 minutes communicating with the patient and providers via telehealth",3,3,37,47,169.89557304000002,506.40780885999993,203.71392968
74270,Single contrast x-ray of large intestine,3,3,47,47,68.875528324,317.75,87.914417213
27197,Closed treatment of broken and/or dislocated pelvis and/or sacrum,3,3,45,47,103.57467754333334,481.0,129.40535936333333
92545,Test for abnormal eye movement using a moving target that moves back and forth with recording,2,2,46,46,11.864301075499998,43.5,15.923817204499999
53661,Subsequent dilation of urethra in female,1,1,24,46,28.098478261,115.51,40.416304348
J0561,"Injection, penicillin g benzathine, 100,000 units",1,1,40,46,10.308478261,50.0,15.567391304
81243,Gene analysis (fragile x mental retardation) abnormal alleles,1,1,46,46,56.308913043,550.0,56.308913043
81250,"Gene analysis (glucose-6-phosphatase, catalytic subunit) common variants",2,2,46,46,57.5310384615,62.5,57.5310384615
15740,Creation of skin and tissue graft,2,2,31,46,683.7470758950001,2675.6099999999997,861.06629465
63081,"Removal of upper spine bone with release of spinal cord and/or nerves, anterior approach, single segment",2,2,46,46,1344.6024074,6898.0,1687.90037035
84066,"Phosphatase, prostatic (prostate enzyme) level",1,1,38,46,9.5691304348,89.332826087,9.5691304348
37220,"Balloon dilation of groin artery, initial vessel",3,3,42,46,864.03614379,3965.023986933333,1079.3158333333333
28190,"Removal of foreign body of foot tissue, accessed beneath the skin",1,1,45,46,161.87478261,285.17391304,234.48086957
96004,Physician review of gait analysis test,1,1,46,46,81.445,527.0,106.4476087
78278,Nuclear medicine study to assess blood loss,3,3,44,46,39.396397661,224.21666666666667,50.125359648999996
28820,Amputation of toe at joint between forefoot and toes,3,3,43,46,124.96813519666667,1271.6666666666667,159.36993007
22533,"Fusion of lower spine bone through side with partial removal of disc, 1 bone",1,1,46,46,1133.968913,4884.0,1421.5869565
G2080,"Each additional 30 minutes of counseling in a week of medication assisted treatment, (provision of the services by a medicare-enrolled opioid treatment program); list separately in addition to code for primary procedure",1,1,12,46,28.333695652,96.018913043,29.577826087
85347,"Coagulation time measurement, activated",1,1,29,45,4.034,6.0,4.034
01440,Anesthesia for other procedure on artery of knee,2,2,39,45,142.02675,202.999,177.9986
33426,Repair of mitral valve with artificial valve on heart-lung machine,2,2,45,45,1744.3204757499998,8369.5,2184.197581
66179,Creation of shunt to improve eye fluid flow,1,1,42,45,771.36222222,1755.0,964.21155556
15100,"Partial thickness self skin graft to trunk, arms, or legs, 100.0 sq cm or 1% body area for infants and children, or less",3,3,41,45,563.62,1594.3333333333333,710.0766666666667
87207,Special stain for inclusion bodies or parasites,1,1,35,45,5.91,83.438,5.91
L8679,"Implantable neurostimulator, pulse generator, any type",1,1,45,45,6674.5171111,8498.0,8374.1171111
17264,"Destruction of cancer skin growth of trunk, arms, or legs, 3.1-4.0 cm",2,2,44,44,154.367396515,479.59000000000003,200.466492375
G2214,"Initial or subsequent psychiatric collaborative care management, first 30 minutes in a month of behavioral health care manager activities, in consultation with a psychiatric consultant, and directed by the treating physician or other qualified health care",1,1,21,44,40.475909091,78.84,50.785909091
58552,"Removal of uterus, tubes, and/or ovaries through vagina using an endoscope, 250.0 g or less",3,3,44,44,612.06909091,2232.1551515,767.6936363566668
Q4014,"Cast supplies, gauntlet cast (includes lower forearm and hand), adult (11 years +), fiberglass",1,1,13,44,22.999545455,78.0,28.809545455
37184,"Primary removal and dissolving of blood clot from artery or artery graft using fluoroscopic guidance, initial vessel",2,2,39,43,350.88447778,8278.383178,438.8867
92228,Imaging of retina with remote review by physician,3,3,43,43,18.447614468666668,58.166666666666664,25.62743589733333
